Transaction ID,Customer ID,Account Number,Transaction Date,Transaction Type,Transaction Amount,Account Balance,Customer Name,Customer Age,Customer Gender,Account Type,Branch Code,Currency,Transaction Status,Interest Rate (%),Loan Amount,Loan Duration (Years),Credit Score,Monthly Income,Employment Status
T000328,C7002,AC24315679,6/2/2022,Deposit,9710.35,28904.74,Alice Johnson,47,Male,Savings,BR430,EUR,Completed,3.94,,,477,5411.93,Self-employed
T000329,C7614,AC34440805,7/2/2022,Payment,7758.04,43552.13,Bob Brown,30,Male,Credit,BR352,EUR,Completed,1.44,29133.43,16,614,6271.7,Self-employed
T000330,C6919,AC31765239,6/21/2022,Deposit,9803.08,19577.26,Carol White,36,Male,Credit,BR780,USD,Completed,4.45,,19,319,3402.77,Unemployed
T000331,C1853,AC34586222,6/21/2023,Payment,4831,19202.81,Carol White,46,Male,Checking,BR384,GBP,Pending,4.36,,8,681,14156,Unemployed
T000332,C5146,AC25527000,2/20/2022,Deposit,5369.35,31307.83,Alice Johnson,20,Male,Savings,BR373,USD,Failed,3.61,38558.22,,442,5783.04,Self-employed
T000333,C4769,AC95561923,5/11/2023,Deposit,1766.54,32020.56,Alice Johnson,43,Female,Checking,BR119,GBP,Pending,3.01,14237.23,10,361,8768.09,Unemployed
T000334,C1574,AC85532173,7/7/2023,Deposit,2544.38,23994.98,Jane Smith,57,Male,Credit,BR338,GBP,Pending,3.89,,5,541,7087.33,Self-employed
T000335,C2148,AC80337892,5/12/2022,Withdrawal,8401.64,22709.91,Bob Brown,29,Male,Checking,BR369,EUR,Completed,1.02,20574.99,,537,14479.07,Self-employed
T000336,C7293,AC95607690,5/28/2023,Payment,3626.24,25213.24,Bob Brown,19,Female,Checking,BR517,EUR,Pending,3.37,38602.69,16,430,6355.64,Employed
T000337,C7457,AC20569320,1/24/2022,Payment,8285.47,43191.22,Alice Johnson,28,Male,Credit,BR409,USD,Completed,4.39,43111.52,,422,12121.1,Employed
T000338,C8509,AC79448631,3/29/2022,Deposit,7119.24,23597.18,Carol White,61,Male,Savings,BR130,GBP,Failed,2.43,21937.48,26,739,13120.41,Self-employed
T000339,C5777,AC77001666,5/21/2023,Deposit,1853.99,47056.66,Alice Johnson,45,Female,Savings,BR925,GBP,Pending,1.43,18347.94,,641,7662.88,Employed
T000340,C4854,AC29391451,8/27/2022,Withdrawal,5123.72,25696.18,Carol White,35,Male,Checking,BR203,USD,Pending,2.68,45025.1,12,718,6916.23,Self-employed
T000341,C3491,AC44045468,6/5/2022,Withdrawal,6806.13,47510.83,Carol White,30,Female,Credit,BR781,USD,Pending,3.91,49971.42,23,754,11720.7,Employed
T000342,C4124,AC69047560,5/28/2022,Withdrawal,2426.87,41808.76,Alice Johnson,54,Male,Checking,BR285,USD,Completed,1.43,,,497,13867.65,Unemployed
T000343,C6691,AC66378562,10/30/2022,Payment,8323.82,18759.13,John Doe,39,Male,Checking,BR227,EUR,Completed,1.82,49549.13,9,581,11814.11,Unemployed
T000344,C4051,AC87960088,5/2/2022,Payment,5493.79,43318.43,Bob Brown,29,Male,Checking,BR309,USD,Pending,1.59,34698.48,17,300,4952.64,Self-employed
T000345,C1004,AC46264673,4/19/2023,Payment,1735.9,6393.1,Carol White,19,Female,Credit,BR513,USD,Pending,4.19,38005.71,,631,13548,Self-employed
T000346,C6222,AC88931275,11/18/2022,Deposit,5871.55,46327.31,Carol White,54,Female,Credit,BR380,GBP,Failed,1.25,,28,511,7038.56,Employed
T000347,C6315,AC27920169,6/20/2023,Payment,9997.17,31950.53,John Doe,24,Female,Savings,BR352,USD,Failed,3.75,24483.54,,386,9490.98,Employed
T000348,C5869,AC81087566,2/3/2023,Transfer,1590.16,3665.15,Jane Smith,43,Female,Credit,BR118,GBP,Failed,2.47,11486.1,25,360,12808.66,Self-employed
T000349,C1876,AC94212996,11/7/2022,Transfer,8185.89,32568.58,John Doe,43,Male,Checking,BR811,GBP,Failed,4.02,,,394,4449.13,Unemployed
T000350,C8027,AC80706570,4/26/2022,Withdrawal,2152.36,48738.14,John Doe,41,Female,Checking,BR831,EUR,Failed,4.86,46897.66,24,446,12198.63,Unemployed
T000351,C5142,AC10605409,1/15/2023,Payment,7845.64,4420.23,Carol White,29,Female,Savings,BR235,USD,Completed,1.46,,12,545,9750.12,Self-employed
T000352,C7966,AC19462743,4/2/2022,Transfer,7372.32,28179.7,Bob Brown,33,Female,Credit,BR322,USD,Failed,2.26,,,596,13613.44,Unemployed
T000353,C8079,AC21377787,8/10/2022,Withdrawal,3074.84,37641.92,John Doe,40,Male,Checking,BR102,GBP,Failed,4.24,11930.73,20,422,4235.62,Self-employed
T000354,C8987,AC31827621,1/8/2023,Payment,3325.65,40702.67,Jane Smith,57,Male,Savings,BR335,EUR,Pending,2.06,,,755,7468.87,Employed
T000355,C7799,AC51892167,7/20/2022,Deposit,7945.96,21277.55,Alice Johnson,26,Female,Savings,BR953,EUR,Completed,1.86,16493.47,,698,12826.96,Unemployed
T000356,C5465,AC45280122,7/16/2023,Transfer,4668.31,11004.16,John Doe,49,Female,Checking,BR564,USD,Failed,4.3,32608.75,,530,2250.01,Unemployed
T000357,C1635,AC30057988,2/27/2022,Deposit,7335.1,3074.77,John Doe,32,Male,Checking,BR327,GBP,Failed,4.95,,9,833,3458.62,Employed
T000358,C2693,AC85306159,5/30/2023,Payment,1565.04,29406.58,Jane Smith,54,Female,Credit,BR753,USD,Failed,3.23,,13,701,14877.35,Employed
T000359,C5752,AC15809041,2/14/2022,Transfer,8540.32,23192.64,Bob Brown,30,Female,Savings,BR598,USD,Pending,2.11,5046,17,429,5645.12,Unemployed
T000360,C9311,AC89655365,6/13/2023,Payment,7137.76,47488.48,John Doe,22,Female,Checking,BR620,USD,Pending,2.59,32008.19,,591,14682.06,Unemployed
T000361,C1830,AC16155579,1/23/2022,Deposit,9078.73,3969.64,John Doe,28,Female,Savings,BR801,USD,Pending,1.68,,,575,4372.91,Self-employed
T000362,C6177,AC77511983,1/20/2023,Transfer,1410.49,34584.37,Bob Brown,27,Male,Credit,BR961,GBP,Failed,4.05,44624.68,,675,6694.23,Self-employed
T000363,C9932,AC93665691,4/7/2022,Deposit,5970.84,2223.34,Jane Smith,69,Male,Checking,BR776,EUR,Pending,4.09,19726.26,19,354,11787.3,Unemployed
T000364,C9308,AC68544068,12/12/2022,Payment,6031.29,9400.27,John Doe,30,Male,Credit,BR238,USD,Failed,4.5,18038.19,,325,10551.12,Self-employed
T000365,C6949,AC42027216,9/5/2022,Payment,3599.26,23225.37,Bob Brown,58,Female,Savings,BR375,USD,Completed,1.11,,27,740,9554.59,Employed
T000366,C3838,AC43957164,4/21/2022,Deposit,4638.82,23288.75,John Doe,63,Female,Credit,BR390,USD,Failed,3.25,11518.38,3,496,8888.69,Self-employed
T000367,C2150,AC60837727,4/30/2023,Transfer,476.02,34599.33,Alice Johnson,67,Male,Credit,BR152,USD,Pending,1.86,31168.87,1,542,12964.73,Self-employed
T000368,C8560,AC79058877,8/1/2022,Deposit,7484.01,45600.44,Carol White,32,Male,Savings,BR786,EUR,Completed,2.36,12569.61,12,489,5054.33,Unemployed
T000369,C2931,AC11132658,11/28/2022,Payment,5538.29,32312.58,Alice Johnson,59,Male,Credit,BR209,EUR,Failed,4.14,,15,575,7752.12,Self-employed
T000370,C2664,AC62316857,3/28/2023,Deposit,671.64,47723.22,John Doe,24,Female,Savings,BR814,EUR,Completed,1.77,,11,708,4020.88,Unemployed
T000371,C2081,AC47877058,12/10/2022,Payment,6839.48,44199.17,Jane Smith,57,Male,Checking,BR747,EUR,Completed,3.55,,10,639,9747.24,Unemployed
T000372,C1512,AC27434167,1/4/2023,Deposit,4721.14,29640.49,Carol White,45,Female,Savings,BR103,USD,Completed,3.62,5756.33,2,452,5257.08,Unemployed
T000373,C8805,AC35177127,9/30/2022,Transfer,441.17,41855.81,Alice Johnson,49,Female,Savings,BR766,GBP,Failed,4.82,,,697,6339.95,Employed
T000374,C6237,AC63811239,9/24/2022,Transfer,9699.12,32486.3,Bob Brown,52,Male,Checking,BR783,EUR,Pending,4.1,36321.56,29,743,8126.26,Self-employed
T000375,C1559,AC23881178,7/13/2022,Deposit,9496.21,4849.33,Jane Smith,32,Male,Savings,BR969,EUR,Failed,4.21,,4,726,2348.02,Self-employed
T000376,C4672,AC99089996,8/24/2022,Deposit,5177.73,37287.67,Alice Johnson,65,Female,Checking,BR146,USD,Pending,3.13,13060.37,,786,3195.19,Self-employed
T000377,C8404,AC83135852,12/5/2022,Transfer,1027.36,5650.51,Bob Brown,53,Male,Checking,BR193,USD,Failed,1.75,,,503,10917.08,Unemployed
T000378,C4343,AC75111328,8/11/2022,Payment,7570.75,30110.06,John Doe,38,Male,Savings,BR659,USD,Failed,2.7,7343.96,,411,7576.61,Employed
T000379,C5070,AC25590661,11/25/2022,Transfer,4970.12,35429.37,Bob Brown,23,Female,Credit,BR851,USD,Failed,3.2,24621.87,,624,13242.27,Unemployed
T000380,C1580,AC79475474,5/19/2022,Payment,3094.23,4259.85,Alice Johnson,18,Female,Credit,BR958,GBP,Pending,3.71,,23,557,11030.74,Self-employed
T000381,C8004,AC19456807,12/20/2022,Deposit,4965.04,12308.94,Alice Johnson,21,Female,Checking,BR312,GBP,Failed,3.43,42824.9,,827,2105.31,Unemployed
T000382,C9130,AC39342048,2/8/2022,Deposit,5272.2,45867.94,John Doe,28,Female,Credit,BR535,EUR,Completed,2.58,,,649,10017.26,Unemployed
T000383,C4147,AC14684346,12/29/2022,Payment,5670.85,31199.41,Bob Brown,61,Female,Credit,BR951,GBP,Failed,2.06,,,734,3218.42,Self-employed
T000384,C5249,AC27824559,4/29/2023,Deposit,4468.11,13068.01,Bob Brown,43,Male,Savings,BR607,EUR,Completed,1.67,25779.67,,725,12152.13,Unemployed
T000385,C2679,AC99605800,5/16/2023,Payment,6096.98,34843.31,John Doe,54,Female,Checking,BR935,EUR,Pending,3.78,45965.59,6,579,14889.6,Unemployed
T000386,C4506,AC95641772,4/25/2022,Withdrawal,9195.47,30242.04,Bob Brown,40,Female,Checking,BR750,GBP,Pending,3.58,,,670,8905.58,Employed
T000387,C8253,AC52827096,10/27/2022,Transfer,3686.45,25577.21,John Doe,46,Female,Savings,BR304,EUR,Failed,3.75,,,548,10876.13,Unemployed
T000388,C3744,AC61900771,2/20/2022,Withdrawal,7284.59,48833.16,Jane Smith,38,Male,Credit,BR480,USD,Failed,2.49,,,480,5085.08,Employed
T000389,C6188,AC59352346,6/8/2022,Payment,8955.08,34489.24,Alice Johnson,65,Female,Checking,BR172,EUR,Failed,2.05,38061.86,,377,7688.77,Self-employed
T000390,C3141,AC21667877,1/9/2022,Transfer,4614.19,19396.61,Jane Smith,62,Female,Credit,BR615,USD,Completed,4.04,,24,635,13129.24,Employed
T000391,C7617,AC17393979,6/4/2023,Payment,4490.21,40203.6,Carol White,62,Female,Checking,BR175,GBP,Pending,4.09,16355.03,,349,4176.5,Unemployed
T000392,C3479,AC20115078,9/4/2022,Transfer,6060.96,44344.58,Carol White,66,Male,Checking,BR940,GBP,Completed,2.82,23661.42,,384,5451.96,Self-employed
T000393,C7484,AC38506244,1/8/2022,Transfer,5954.93,7135.81,Carol White,44,Female,Checking,BR176,EUR,Completed,3.45,,,303,7790.64,Unemployed
T000394,C8421,AC35214698,2/16/2023,Transfer,8085.23,10827.1,John Doe,56,Female,Checking,BR915,USD,Failed,2.49,,6,616,11259.24,Unemployed
T000395,C5452,AC27486878,3/19/2023,Transfer,4817.19,11595.12,Bob Brown,57,Female,Credit,BR867,EUR,Failed,3.81,9667.86,,410,6886.49,Employed
T000396,C6881,AC67195030,5/9/2022,Payment,9961.62,34869.38,Jane Smith,30,Male,Credit,BR509,GBP,Completed,4.34,42615.93,,633,14060.52,Unemployed
T000397,C7665,AC32098345,1/24/2023,Transfer,688.77,30548.94,Jane Smith,40,Male,Credit,BR713,EUR,Completed,3.75,41654.92,7,432,3227.94,Employed
T000398,C3849,AC26620937,3/1/2023,Transfer,131.36,31330.59,Jane Smith,33,Male,Credit,BR205,EUR,Failed,3.05,29012.23,,418,6820.45,Self-employed
T000399,C8390,AC41984287,7/1/2023,Withdrawal,6437.96,47097.89,Jane Smith,47,Male,Savings,BR944,USD,Failed,2.83,,12,649,11216.4,Self-employed
T000400,C7905,AC52413492,11/25/2022,Deposit,3054.51,39019.67,Carol White,21,Female,Checking,BR650,GBP,Completed,3.57,6151.05,16,841,4937.83,Unemployed
T000401,C3489,AC20528294,3/29/2022,Deposit,2479.79,7268.91,Jane Smith,57,Female,Checking,BR575,EUR,Failed,3.72,,,354,10533.37,Employed
T000402,C5611,AC29369886,8/27/2022,Withdrawal,3187.8,18027.85,Bob Brown,33,Male,Checking,BR925,USD,Failed,3.23,,,660,4134.82,Unemployed
T000403,C3839,AC14810833,6/23/2023,Withdrawal,2634.87,22334.29,Carol White,48,Male,Savings,BR374,EUR,Completed,3.5,,23,752,2727.74,Unemployed
T000404,C9527,AC33480675,5/28/2022,Payment,404.82,20402.12,Jane Smith,59,Female,Credit,BR187,USD,Completed,1.39,18671.32,2,629,3573.2,Unemployed
T000405,C6878,AC94328141,7/25/2022,Payment,9718.18,33796.12,John Doe,42,Female,Checking,BR822,USD,Pending,4.81,27926.72,,518,14089.8,Unemployed
T000406,C7303,AC38500556,8/7/2023,Payment,2285.38,44702.76,Alice Johnson,61,Male,Credit,BR980,EUR,Completed,4.16,,8,507,9172.76,Employed
T000407,C1851,AC42073692,4/16/2022,Withdrawal,7366.89,15996.52,Alice Johnson,29,Male,Credit,BR176,GBP,Failed,2.5,,25,384,12352.5,Unemployed
T000408,C2687,AC47316107,2/8/2022,Withdrawal,7649.7,28041.98,Alice Johnson,43,Male,Savings,BR176,GBP,Completed,3.25,,,544,6324.51,Self-employed
T000409,C7833,AC37427110,1/6/2022,Transfer,9299.65,39681.06,Carol White,54,Male,Savings,BR541,USD,Completed,1.19,,20,634,9704.56,Employed
T000410,C3427,AC34192961,3/21/2022,Payment,402.44,21394.68,Jane Smith,65,Female,Credit,BR639,GBP,Completed,1.16,14684.93,16,511,8434.38,Unemployed
T000411,C5000,AC34859871,1/6/2023,Payment,8733.28,9237.79,Carol White,50,Male,Checking,BR344,USD,Pending,2,,4,482,14294.59,Employed
T000412,C6052,AC69844250,11/22/2022,Payment,5319.54,24272.6,Bob Brown,45,Male,Checking,BR677,GBP,Pending,3.76,28932.06,29,432,11718.47,Unemployed
T000413,C3738,AC63412976,10/11/2022,Deposit,6362.19,3705.9,John Doe,26,Female,Savings,BR877,EUR,Failed,4.41,7795.66,16,649,11497.05,Self-employed
T000414,C6732,AC39263888,2/26/2023,Transfer,6480.26,47176.79,John Doe,29,Female,Savings,BR481,GBP,Pending,3.24,39495.08,20,581,2602.59,Self-employed
T000415,C6387,AC52106078,7/3/2023,Payment,8216,4666.24,Alice Johnson,22,Female,Savings,BR816,USD,Completed,3.13,37364.52,,592,9145.71,Self-employed
T000416,C9002,AC17281505,10/12/2022,Payment,3400.73,22484.38,Alice Johnson,69,Female,Savings,BR669,USD,Pending,2.61,,27,568,8070.89,Employed
T000417,C6536,AC48679227,5/2/2023,Payment,7357.21,26964.18,Alice Johnson,45,Female,Savings,BR812,GBP,Completed,1.65,33780.29,,496,14061.95,Self-employed
T000418,C4913,AC48965695,5/10/2022,Deposit,5332.92,49279.89,Jane Smith,52,Male,Savings,BR836,EUR,Pending,1.47,,,836,5345.45,Unemployed
T000419,C2066,AC47518167,4/15/2022,Deposit,7954.6,9135.07,Bob Brown,22,Male,Savings,BR241,USD,Pending,4.04,16391.85,,319,5507.83,Unemployed
T000420,C8723,AC36540396,7/11/2023,Withdrawal,9906.41,6607.14,Bob Brown,51,Male,Checking,BR992,USD,Pending,4.71,,,704,7347.5,Unemployed
T000421,C5380,AC24812143,7/10/2023,Transfer,2086.45,1426.6,Bob Brown,63,Female,Savings,BR467,USD,Completed,2.83,,,414,5163.81,Employed
T000422,C5107,AC66825157,2/8/2023,Withdrawal,9947.02,8623,Bob Brown,51,Male,Savings,BR183,USD,Pending,3.64,,,325,3679.39,Employed
T000423,C6726,AC18989138,1/10/2023,Transfer,989.14,11156.38,Alice Johnson,30,Female,Checking,BR242,USD,Completed,4.66,,,694,13146.39,Self-employed
T000424,C4373,AC57364509,9/11/2022,Deposit,122.94,31898.47,John Doe,56,Male,Checking,BR451,EUR,Completed,1.36,,,680,9257.59,Employed
T000425,C9945,AC89146438,2/9/2023,Payment,537.2,11765.63,Alice Johnson,59,Male,Credit,BR644,GBP,Failed,4.08,19503.39,26,822,13197.72,Unemployed
T000426,C3082,AC53020873,12/1/2022,Withdrawal,3483.65,2005.52,Bob Brown,62,Female,Savings,BR251,EUR,Pending,3.47,,,838,12804.75,Unemployed
T000427,C9967,AC83663899,4/12/2023,Payment,6365.77,41504.3,Alice Johnson,65,Female,Savings,BR257,EUR,Failed,3.39,43757.88,,382,5666.55,Unemployed
T000428,C7748,AC42735803,1/26/2022,Withdrawal,783.39,18914.19,Bob Brown,31,Male,Savings,BR545,USD,Failed,2.17,,,849,9120.59,Employed
T000429,C1417,AC25886372,4/3/2022,Deposit,156.09,18331.14,Carol White,28,Male,Savings,BR752,EUR,Completed,3.74,47356.62,7,744,3081.83,Unemployed
T000430,C9306,AC47622748,7/26/2023,Deposit,9377.2,15821.47,John Doe,59,Male,Credit,BR862,USD,Pending,4.18,31960.34,,386,13898.27,Self-employed
T000431,C9808,AC42456981,11/8/2022,Deposit,8237.07,48793.29,Carol White,55,Male,Checking,BR402,EUR,Completed,1.45,49645.69,7,686,7255.42,Employed
T000432,C4974,AC85176851,11/26/2022,Withdrawal,8110.91,9335.66,Jane Smith,21,Male,Checking,BR723,USD,Completed,3.13,,,697,7117.79,Unemployed
T000433,C4267,AC11656671,3/7/2023,Transfer,8855.8,45013.67,Alice Johnson,50,Female,Savings,BR755,USD,Pending,1.41,10695.3,,585,5935.82,Unemployed
T000434,C1825,AC99567715,2/27/2022,Withdrawal,7030.34,39063.36,Jane Smith,24,Female,Savings,BR549,EUR,Completed,4.49,,18,668,7988.63,Employed
T000435,C8668,AC32922481,6/10/2022,Transfer,1133.6,4747.52,Alice Johnson,58,Female,Savings,BR820,EUR,Pending,3.03,,,721,5272.87,Employed
T000436,C6745,AC52081603,9/25/2022,Withdrawal,4051.09,49349.73,Carol White,25,Female,Credit,BR323,GBP,Pending,4.23,25045.64,18,742,6873.08,Self-employed
T000437,C1412,AC94669146,3/6/2022,Withdrawal,7259.18,14296.93,Bob Brown,54,Male,Credit,BR142,GBP,Completed,2.47,37133.2,14,819,12399.31,Employed
T000438,C8543,AC53497663,2/28/2023,Deposit,2875.31,5830.56,Bob Brown,68,Male,Checking,BR363,GBP,Completed,1.5,,,587,12845.32,Unemployed
T000439,C8587,AC98785936,9/17/2022,Payment,6905.32,41636.4,Alice Johnson,27,Female,Savings,BR855,EUR,Failed,1.17,,,394,5954.37,Self-employed
T000440,C1728,AC30833173,5/5/2022,Payment,342.53,35627.1,Bob Brown,60,Male,Savings,BR102,EUR,Completed,2.13,,26,340,8097.19,Unemployed
T000441,C8164,AC94483977,1/29/2022,Transfer,3130.76,31243.72,Carol White,32,Female,Savings,BR736,USD,Pending,1.98,,7,630,13359.66,Unemployed
T000442,C9867,AC30718453,7/19/2023,Payment,5536.39,8643.06,Bob Brown,55,Male,Savings,BR367,GBP,Failed,3.24,,,454,2684.75,Unemployed
T000443,C6988,AC19161408,4/20/2022,Withdrawal,6357.69,24446.31,Carol White,32,Male,Credit,BR695,USD,Pending,1.09,,,803,13558.88,Employed
T000444,C3504,AC62374647,6/13/2023,Withdrawal,5812.7,39247.25,Jane Smith,22,Male,Checking,BR115,USD,Failed,3.08,40806.8,,574,4849.4,Employed
T000445,C3967,AC72242810,11/28/2022,Deposit,7007.79,15877.57,Carol White,46,Female,Checking,BR433,USD,Completed,2.57,,14,478,10821.01,Unemployed
T000446,C3786,AC47214417,5/29/2022,Deposit,160.28,16272.8,John Doe,36,Female,Credit,BR563,USD,Completed,3.31,,,436,9573.17,Employed
T000447,C2122,AC30353727,6/29/2023,Payment,1099.32,1153.9,John Doe,68,Female,Savings,BR158,GBP,Completed,3.81,48180.77,13,479,9188.23,Unemployed
T000448,C5079,AC95050030,8/17/2022,Transfer,8702.55,9537.93,John Doe,27,Female,Checking,BR276,USD,Pending,3.54,31645.55,,481,13171.68,Employed
T000449,C2571,AC10549148,9/7/2022,Payment,6849.31,43894.88,Alice Johnson,29,Male,Checking,BR162,EUR,Failed,4.94,41878.31,8,558,3320.44,Employed
T000450,C6073,AC46328139,6/22/2022,Payment,1218.02,22645.58,Alice Johnson,21,Male,Credit,BR660,EUR,Pending,1.55,,8,542,6511.36,Employed
T000451,C6104,AC31845218,9/11/2022,Payment,8436.54,49227.49,Alice Johnson,48,Male,Savings,BR406,EUR,Failed,2.72,7988.47,,395,8997.29,Self-employed
T000452,C3143,AC12773939,12/9/2022,Payment,2498.09,20389.69,Carol White,35,Male,Checking,BR345,GBP,Completed,2.7,12688.71,17,496,12546.76,Employed
T000453,C7806,AC45490172,8/7/2022,Withdrawal,4834.77,36044.14,Alice Johnson,33,Female,Savings,BR388,USD,Pending,2.67,,6,825,4813.76,Self-employed
T000454,C8357,AC46989387,8/21/2022,Transfer,1537.45,14814.03,Jane Smith,57,Male,Checking,BR897,GBP,Completed,3.66,,15,686,12438.09,Self-employed
T000455,C4440,AC23426716,1/8/2023,Withdrawal,7130.09,18826.67,John Doe,53,Male,Credit,BR431,USD,Pending,2.96,,15,707,7195.3,Self-employed
T000456,C4766,AC48710304,5/8/2023,Transfer,6701.86,10345.57,Carol White,42,Male,Savings,BR626,GBP,Completed,3.07,,25,568,4455.88,Unemployed
T000457,C6644,AC57718021,11/18/2022,Deposit,2190.01,18006.06,John Doe,40,Female,Credit,BR949,GBP,Pending,2.73,27256.54,,470,11866.82,Employed
T000458,C3914,AC95440590,5/23/2022,Payment,8647.67,27814.64,Alice Johnson,29,Female,Checking,BR354,USD,Pending,4.97,,,469,3181.69,Unemployed
T000459,C5968,AC36996639,3/7/2023,Withdrawal,4072.93,49596.87,Carol White,51,Female,Credit,BR703,GBP,Failed,4.71,22189.26,19,458,8691.98,Self-employed
T000460,C6917,AC97649202,7/16/2022,Transfer,2995.9,33545.88,Bob Brown,53,Male,Credit,BR609,USD,Completed,2.23,,,808,2830.39,Employed
T000461,C9787,AC20774986,7/30/2022,Deposit,1608.06,10763.05,Jane Smith,54,Female,Credit,BR890,EUR,Failed,1.45,26059.34,15,746,6633.43,Unemployed
T000462,C1728,AC14421590,5/22/2022,Deposit,2735.06,3203.11,Alice Johnson,20,Male,Checking,BR817,EUR,Failed,4.36,,3,381,9814,Self-employed
T000463,C2365,AC46089369,10/6/2022,Payment,318.07,7191.47,Alice Johnson,26,Male,Savings,BR705,EUR,Completed,4.99,,,356,9229.5,Unemployed
T000464,C5492,AC21546081,9/8/2022,Transfer,5874.25,28565.2,Jane Smith,35,Male,Credit,BR836,GBP,Pending,2.17,,25,818,7260.52,Unemployed
T000465,C1698,AC39221379,5/21/2022,Withdrawal,8438.08,38492.86,Jane Smith,60,Female,Savings,BR912,EUR,Failed,2.43,22018.76,8,411,7577.62,Employed
T000466,C8186,AC95604304,2/23/2022,Payment,5534.91,47080.54,Bob Brown,52,Female,Checking,BR929,USD,Completed,4.77,36951.32,16,347,4948,Employed
T000467,C1395,AC46265058,1/19/2022,Withdrawal,2270.81,1775.34,Alice Johnson,51,Male,Savings,BR562,EUR,Pending,3.84,5901.06,,675,7926.47,Unemployed
T000468,C8400,AC69644300,2/18/2023,Deposit,433.32,26615.25,Alice Johnson,58,Male,Credit,BR298,EUR,Failed,2.18,,,332,14392.31,Employed
T000469,C9082,AC54924392,1/17/2023,Withdrawal,2224.82,24072.5,John Doe,31,Female,Credit,BR370,GBP,Failed,3.32,20053.44,26,803,13055.89,Employed
T000470,C5171,AC41670310,2/5/2022,Withdrawal,4219.6,33146.7,Carol White,21,Female,Credit,BR845,USD,Failed,4.78,,20,302,3888.03,Unemployed
T000471,C5360,AC68237814,2/23/2022,Payment,7620.15,28419.36,Carol White,46,Female,Credit,BR657,GBP,Pending,4.25,,15,785,2387.15,Employed
T000472,C3502,AC67641756,7/12/2022,Withdrawal,1959.64,34664.92,John Doe,58,Male,Credit,BR163,GBP,Failed,3.97,,18,815,14135.82,Employed
T000473,C1717,AC36552476,9/9/2022,Payment,7225.94,33246.05,Carol White,62,Male,Credit,BR329,USD,Pending,3.95,28451.7,13,341,8847.75,Self-employed
T000474,C3782,AC83548874,8/24/2022,Deposit,8682.64,6733.57,Jane Smith,67,Male,Checking,BR348,GBP,Failed,1.71,,,308,8991.89,Employed
T000475,C5946,AC18674163,11/10/2022,Payment,4594.07,40186.18,Carol White,32,Female,Checking,BR345,USD,Completed,4.3,28616.75,,441,12149.33,Self-employed
T000476,C6486,AC95388417,10/6/2022,Payment,8232.18,7038.4,Carol White,45,Female,Checking,BR686,EUR,Failed,2.1,,,735,6090.96,Unemployed
T000477,C9335,AC58548947,7/5/2022,Transfer,5591.11,35228,John Doe,59,Female,Savings,BR256,USD,Completed,4.72,,,326,8264.8,Self-employed
T000478,C5980,AC37209162,7/4/2022,Withdrawal,6407.2,21391.12,Bob Brown,33,Male,Savings,BR834,USD,Completed,2.46,,11,342,14592.62,Unemployed
T000479,C8266,AC67396048,4/22/2023,Deposit,5310.16,26178.69,Carol White,29,Male,Checking,BR801,USD,Completed,4.43,16319.55,6,430,10737.93,Employed
T000480,C5491,AC10224695,2/19/2023,Payment,4685.41,45261.6,Carol White,69,Female,Savings,BR663,GBP,Pending,2.06,20453.93,,515,3998.69,Employed
T000481,C8192,AC63773276,1/28/2023,Deposit,2423.07,44604.3,Bob Brown,22,Male,Savings,BR187,USD,Completed,3.06,,,819,3731.95,Self-employed
T000482,C6588,AC36267668,5/17/2023,Transfer,3101.62,41074.96,John Doe,51,Female,Credit,BR412,USD,Failed,1.43,13639.64,29,644,4655.44,Unemployed
T000483,C8651,AC24063918,9/17/2022,Withdrawal,2970.7,25997.27,Bob Brown,59,Male,Credit,BR950,USD,Pending,3.64,15119.38,,807,11967.25,Employed
T000484,C4636,AC67884623,5/31/2023,Payment,5676.56,37075.75,John Doe,18,Female,Savings,BR165,EUR,Completed,4.34,,25,712,5839.9,Self-employed
T000485,C2167,AC68454884,5/16/2023,Withdrawal,1287.54,26131.96,Jane Smith,56,Male,Savings,BR761,USD,Pending,3.87,,2,545,2278.06,Self-employed
T000486,C2062,AC68093498,3/29/2022,Transfer,9176.24,43610.7,John Doe,49,Male,Checking,BR119,GBP,Pending,3.09,34376.6,13,748,14274.27,Self-employed
T000487,C3156,AC53353746,2/20/2022,Transfer,7234.49,20736.02,Jane Smith,43,Female,Savings,BR132,USD,Pending,1.18,,,320,4206.27,Employed
T000488,C8860,AC30610500,2/6/2023,Deposit,4074.31,48541.53,Jane Smith,34,Female,Credit,BR939,USD,Failed,4.73,,,707,2124.26,Unemployed
T000489,C6161,AC75402242,4/27/2022,Payment,1670.38,46683.82,John Doe,65,Female,Savings,BR892,EUR,Completed,3.82,13267.78,,756,5082.71,Employed
T000490,C6305,AC23245696,5/5/2023,Deposit,8831.72,37338.53,Alice Johnson,44,Female,Checking,BR657,USD,Pending,3.98,22048.14,,743,5055.37,Employed
T000491,C7541,AC45402297,10/29/2022,Transfer,8255.4,14691.38,John Doe,41,Female,Credit,BR172,GBP,Pending,4.18,,,564,7486.07,Unemployed
T000492,C5729,AC92030459,7/7/2023,Withdrawal,7245.04,7451.03,Carol White,52,Male,Credit,BR965,USD,Pending,3.99,5443.73,24,483,13965.07,Self-employed
